Name,Title,Date and Location,Review,URL
Placeholder,Performance is Up to mark.,Reviewed in India on 11 November 2023,"I never use samsung before this, I was oneplus and iPhone user.

Performance is quite good, processor is very
powerful and smooth while you play COd and other games.
Battery last up to one day, it could be improve,
Camera Quality is awesome even in night.
Video Quality is also impressive.
This is a much better option as compared to iPhone 14 and oneplus 11.",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX2J0ZjozMDAwNjY2NTQ3MTcxMzI6OjA6Og&url=%2FSamsung-Galaxy-Purple-128GB-Storage%2Fdp%2FB0CJ4TFLTT%2Fref%3Dsr_1_22_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
Amazon Customer,Best phone,Reviewed in India on 20 November 2023,Good 👍👍,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX2J0ZjozMDAwNjY2NTQ3MTcxMzI6OjA6Og&url=%2FSamsung-Galaxy-Purple-128GB-Storage%2Fdp%2FB0CJ4TFLTT%2Fref%3Dsr_1_22_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
Ultimate,Ultimate,Reviewed in India on 8 November 2023,"Phone is nice
Nice cam
Nice performance
Nice design",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX2J0ZjozMDAwNjY2NTQ3MTcxMzI6OjA6Og&url=%2FSamsung-Galaxy-Purple-128GB-Storage%2Fdp%2FB0CJ4TFLTT%2Fref%3Dsr_1_22_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
Kintu Puwar,Best Quality,Reviewed in India on 9 November 2023,"Very Good Phone , Samsung DEX Is working very well. only bazels area is big is nagative point in this phone",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX2J0ZjozMDAwNjY2NTQ3MTcxMzI6OjA6Og&url=%2FSamsung-Galaxy-Purple-128GB-Storage%2Fdp%2FB0CJ4TFLTT%2Fref%3Dsr_1_22_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
Vishal,Excellent,Reviewed in India on 9 November 2023,Excellent,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX2J0ZjozMDAwNjY2NTQ3MTcxMzI6OjA6Og&url=%2FSamsung-Galaxy-Purple-128GB-Storage%2Fdp%2FB0CJ4TFLTT%2Fref%3Dsr_1_22_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
Kindle Customer,Good product for my purpose,Reviewed in India on 8 November 2023,Performance,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX2J0ZjozMDAwNjY2NTQ3MTcxMzI6OjA6Og&url=%2FSamsung-Galaxy-Purple-128GB-Storage%2Fdp%2FB0CJ4TFLTT%2Fref%3Dsr_1_22_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
Ajit pujara,Bad Experience,Reviewed in India on 16 November 2023,"Camera Quality & Image Quality also Not Good ..
Look like Ordinary Phone..
Premium Phone Feeling Missing ..
Don't expect This type phone By Samsung..",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX2J0ZjozMDAwNjY2NTQ3MTcxMzI6OjA6Og&url=%2FSamsung-Galaxy-Purple-128GB-Storage%2Fdp%2FB0CJ4TFLTT%2Fref%3Dsr_1_22_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
Jalal,Nice phone,Reviewed in India on 7 November 2023,Price is little high but the phone Performance is good and camera is literally 👌 🔥 loving the low light camera and 8k video and director mode in its and for gaming also it's good,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX2J0ZjozMDAwNjY2NTQ3MTcxMzI6OjA6Og&url=%2FSamsung-Galaxy-Purple-128GB-Storage%2Fdp%2FB0CJ4TFLTT%2Fref%3Dsr_1_22_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
PARTHA PRATIM BANERJEE,Poor battery life. Poor speaker and audio quality.,Reviewed in India on 11 November 2023,Poor battery life... lasts probably for half a day. Low quality speaker and poor ear phone,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX2J0ZjozMDAwNjY2NTQ3MTcxMzI6OjA6Og&url=%2FSamsung-Galaxy-Purple-128GB-Storage%2Fdp%2FB0CJ4TFLTT%2Fref%3Dsr_1_22_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
Dinesh kumar H P,"Worst mobile don't buy it, they were cheating in the name of discount",Reviewed in India on 8 November 2023,"One of the worst mobile in my entire carrier.
More heating issues in this mobile. We con't play any games in this mobile. Who told this is flagship mobile.
Guys pls don't buy it.
1.camera:ok
2.perfomance :average
3.battery backup: average
4.heating issue: without pouch we can't hold mobile
5.network: automatic network Wil disconnect
6.mobile cost is too much
7.excynos 2200 processor : worst
8.fingerprint sensor : worst
9.display:ok

We can buy only for ip68 rating, reverse charging, wireless charging and camera.

I don't how samsung they Wil launch like this mobiles with the name of flagship phones.

WASTE OF MONEY",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX2J0ZjozMDAwNjY2NTQ3MTcxMzI6OjA6Og&url=%2FSamsung-Galaxy-Purple-128GB-Storage%2Fdp%2FB0CJ4TFLTT%2Fref%3Dsr_1_22_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
mohan krishnan,Jio5g not getting,Reviewed in India on 6 November 2023,Jio 5g not working,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX2J0ZjozMDAwNjY2NTQ3MTcxMzI6OjA6Og&url=%2FSamsung-Galaxy-Purple-128GB-Storage%2Fdp%2FB0CJ4TFLTT%2Fref%3Dsr_1_22_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
Bulopalladium,Do not buy,Reviewed in India on 11 November 2023,"Do not buy if you don't want to regret. Very heavy, heating issue, sharp edges, poor battery life, poor camera at this price point.
Additionally, the return and refund policy of amazon is nothing sort of harassment. It took more than 20 days for the return and refund process to get over upon multiple calls to customer service.
I repeat do not buy.",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX2J0ZjozMDAwNjY2NTQ3MTcxMzI6OjA6Og&url=%2FSamsung-Galaxy-Purple-128GB-Storage%2Fdp%2FB0CJ4TFLTT%2Fref%3Dsr_1_22_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
kirubakaran,Heating very much,Reviewed in India on 14 November 2023,"This is heating very much..do know why Samsung have did this to their fans.
All features looks good except processor..
Samsung has even Exynos processors..
Which not capable of handling multiple tasks.
Hence phone gets heat very quickly..
I can't able to resell as well..not worth to buy for this much amount.",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX2J0ZjozMDAwNjY2NTQ3MTcxMzI6OjA6Og&url=%2FSamsung-Galaxy-Purple-128GB-Storage%2Fdp%2FB0CJ4TFLTT%2Fref%3Dsr_1_22_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
Arul Jothi Mani,Heating Issue and poor battery life,Reviewed in India on 15 November 2023,"I bought this phone last week and I have observed that phone is quickly getting heated . Also , battery life is poor. Not able to run 12-14 hours also.",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX2J0ZjozMDAwNjY2NTQ3MTcxMzI6OjA6Og&url=%2FSamsung-Galaxy-Purple-128GB-Storage%2Fdp%2FB0CJ4TFLTT%2Fref%3Dsr_1_22_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
gaurav saini,Poor processer,Reviewed in India on 18 November 2023,"Processer is not good
Cemra quality is not satisfied as price level",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX2J0ZjozMDAwNjY2NTQ3MTcxMzI6OjA6Og&url=%2FSamsung-Galaxy-Purple-128GB-Storage%2Fdp%2FB0CJ4TFLTT%2Fref%3Dsr_1_22_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
Omprakash gupta,Don't waste money,Reviewed in India on 12 November 2023,"Camera quality low, and ESIM not working properly, phone heated, battery denizens very fast",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX2J0ZjozMDAwNjY2NTQ3MTcxMzI6OjA6Og&url=%2FSamsung-Galaxy-Purple-128GB-Storage%2Fdp%2FB0CJ4TFLTT%2Fref%3Dsr_1_22_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
Harsh Shah,Very Bad battery life & Heating issues,Reviewed in India on 12 November 2023,Device battery doesn't alst more then 5 to 7 hours. Device gets heated up too.,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX2J0ZjozMDAwNjY2NTQ3MTcxMzI6OjA6Og&url=%2FSamsung-Galaxy-Purple-128GB-Storage%2Fdp%2FB0CJ4TFLTT%2Fref%3Dsr_1_22_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
Amazon Customer,Great phone with bad battery life,Reviewed in India on 11 November 2023,"Camera ,display and sound is great. Internet speed good. I am not gamer so performance is cool to me.
But battery life is bad. As I use 2 phones it is OK for me. But as single phone even at moderate use will need recharge",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX2J0ZjozMDAwNjY2NTQ3MTcxMzI6OjA6Og&url=%2FSamsung-Galaxy-Purple-128GB-Storage%2Fdp%2FB0CJ4TFLTT%2Fref%3Dsr_1_22_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
Himanshu,Too expensive,Reviewed in India on 8 November 2023,Phone is good in all fields but it's too expensive for any FE variant. I would suggest wait for next 1-2 month when it will be around 35-40k. Right not too expensive to buy,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX2J0ZjozMDAwNjY2NTQ3MTcxMzI6OjA6Og&url=%2FSamsung-Galaxy-Purple-128GB-Storage%2Fdp%2FB0CJ4TFLTT%2Fref%3Dsr_1_22_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
Opreddy,Charging,Reviewed in India on 10 November 2023,Recently I have purchased s23fe. Battery performance was worst.Even in idle stay battery percentage unknowingly decreasing.full battery backup coming max 8hrs only.i think in this price choose better one.,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX2J0ZjozMDAwNjY2NTQ3MTcxMzI6OjA6Og&url=%2FSamsung-Galaxy-Purple-128GB-Storage%2Fdp%2FB0CJ4TFLTT%2Fref%3Dsr_1_22_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
NIKHIL KUMAR VERMA,Not meeting expectations + cost more as per features,Reviewed in India on 8 November 2023,"When you go for flagship you want more of it. But s23fe is way down in the list of my preference.
If you go by looks it's fine but can't be compared to s23 5g. If you go by performace even with same budget competitiors the performance is low.
And in 2023 just 25 watt charging that too without an inbox charger. Overall 2.5 out of 5 from my POV.",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX2J0ZjozMDAwNjY2NTQ3MTcxMzI6OjA6Og&url=%2FSamsung-Galaxy-Purple-128GB-Storage%2Fdp%2FB0CJ4TFLTT%2Fref%3Dsr_1_22_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
swapna,Battery life not good,Reviewed in India on 18 November 2023,Battery backup not good.,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX2J0ZjozMDAwNjY2NTQ3MTcxMzI6OjA6Og&url=%2FSamsung-Galaxy-Purple-128GB-Storage%2Fdp%2FB0CJ4TFLTT%2Fref%3Dsr_1_22_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
Harsh Sinha,Damage product received,Reviewed in India on 16 November 2023,Damage product received,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX2J0ZjozMDAwNjY2NTQ3MTcxMzI6OjA6Og&url=%2FSamsung-Galaxy-Purple-128GB-Storage%2Fdp%2FB0CJ4TFLTT%2Fref%3Dsr_1_22_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
Tanu,Heating issue,Reviewed in India on 8 November 2023,"Does anyone facing heating issue while charging or using the phone normally??
Is the battery draining fast while normal use??
Pls let me know if anyone else is also facing same problems??",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX2J0ZjozMDAwNjY2NTQ3MTcxMzI6OjA6Og&url=%2FSamsung-Galaxy-Purple-128GB-Storage%2Fdp%2FB0CJ4TFLTT%2Fref%3Dsr_1_22_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
NIRUPAM,Comparison with oneplus11,Reviewed in India on 6 November 2023,"Going through the hardware and software part, anyone can see and establish that, any customer gets less by almost 20-25 percent, in overall comparison. For the Brand name of Samsung and delivering it more profits. While A customer gains over almost every aspect this much extra at same price, not to forget, the second in line product launched in India by Samsung viewers remember Snapdragon gen 2 processor was initially not delivered on this phone by Samsung. This will definitely provide a weaker performance atleast by 10 to 15 percent for sure. compared to its rival competition in price over oneplus11 only extra feature is NFC that is a coil loop to magnetically transfer charge to s23. Being a Chip manufacturer itself, Samsung, does not supply charger and even wired or wireless earphones.
Thus a big no for Samsung brand phones.",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX2J0ZjozMDAwNjY2NTQ3MTcxMzI6OjA6Og&url=%2FSamsung-Galaxy-Purple-128GB-Storage%2Fdp%2FB0CJ4TFLTT%2Fref%3Dsr_1_22_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
Rasham,Great phone overall with nice battery,Reviewed in India on 17 November 2023,Overall great performer and better than s21 fe 888. Nice new slight better features in customizations and all. Camera is superb. And display plus haptick feedback is crisp,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX2J0ZjozMDAwNjY2NTQ3MTcxMzI6OjA6Og&url=%2FSamsung-Galaxy-Purple-128GB-Storage%2Fdp%2FB0CJ4TFLTT%2Fref%3Dsr_1_22_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
h c,I APPRECIATE THIS MOBILE,Reviewed in India on 10 November 2023,"Samsung is again back with an Exynos masterpiece, although I MUST ADMIT THAT THE CAMERA IN THIS DEVICE IS INDEED GOOD.
There is practical heating problem in this device and you cannot compare Exynos 2200 with Snapdragon sibling, however the build quality leaves much to be desired.
This phone is now priced at Rs49,999( as on 10 October 2023 on Amazon) and if you can wait till the spring of 2024, you can definitely get this phone at Rs41,999 without discounts.
Overall, I shall rate this phone as ABOVE AVERAGE but less than Good.",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX2J0ZjozMDAwNjY2NTQ3MTcxMzI6OjA6Og&url=%2FSamsung-Galaxy-Purple-128GB-Storage%2Fdp%2FB0CJ4TFLTT%2Fref%3Dsr_1_22_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
UNBIASED REVIEWER,Excellent device,Reviewed in India on 9 November 2023,"This device is excellent I got it for around 45k and considering the price and specs it’s excellent. People are saying no charger is provided and no earphones no manufacturer is providing that.

Battery backup is amazing lasting me a day after 3 to 4 days of usage it learns your usage patterns and delivers performance accordingly.

Display clarity is excellent and one of the best in the range.

Charging speeds are decent though could have been faster.

Feels premium.

Looks for a good deal and purchase it, you won’t regret it.",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX2J0ZjozMDAwNjY2NTQ3MTcxMzI6OjA6Og&url=%2FSamsung-Galaxy-Purple-128GB-Storage%2Fdp%2FB0CJ4TFLTT%2Fref%3Dsr_1_22_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
Shekhar,Worst mobile...,Reviewed in India on 16 November 2023,"Cons:
Battery drain issues, extreme heating issues, extremely slow charging, performance not that much good.
Pros:
Design, camera, non-chinese brand",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX2J0ZjozMDAwNjY2NTQ3MTcxMzI6OjA6Og&url=%2FSamsung-Galaxy-Purple-128GB-Storage%2Fdp%2FB0CJ4TFLTT%2Fref%3Dsr_1_22_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
Amit Shokeen,Heating Issue,Reviewed in India on 16 November 2023,Phone is Heating Or Dont Purchase. .westt of money.bettery backup issue. Camera good my money is west when i purches,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX2J0ZjozMDAwNjY2NTQ3MTcxMzI6OjA6Og&url=%2FSamsung-Galaxy-Purple-128GB-Storage%2Fdp%2FB0CJ4TFLTT%2Fref%3Dsr_1_22_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
BALAJI V,Worst Exynos Processor,Reviewed in India on 8 November 2023,"SAMSUNG, please avoid Exynos processor at least in future mobiles 🙏🙏🙏🙏🙏. I am facing network issues with this worst Exynos processors.",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX2J0ZjozMDAwNjY2NTQ3MTcxMzI6OjA6Og&url=%2FSamsung-Galaxy-Purple-128GB-Storage%2Fdp%2FB0CJ4TFLTT%2Fref%3Dsr_1_22_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
Poor quality not good don't buy,Callings problems very bad quality,Reviewed in India on 14 November 2023,,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX2J0ZjozMDAwNjY2NTQ3MTcxMzI6OjA6Og&url=%2FSamsung-Galaxy-Purple-128GB-Storage%2Fdp%2FB0CJ4TFLTT%2Fref%3Dsr_1_22_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
